Parent ID number,ID number,Short name,Description,Description format,Scale values,Scale configuration,Rule type (optional),Rule outcome (optional),Rule config (optional),Cross-referenced competency ID numbers,Exported ID (optional),Is framework,Taxonomy
PN LP-BUT InfoCom JOU 2022-C2-L2,PN LP-BUT InfoCom JOU 2022-C2-L2-P4,Respecter les règles de droit relatives à l’information et la gestion des données,<p>Respecter les r&egrave;gles de droit relatives &agrave; l&rsquo;information et la gestion des donn&eacute;es pour r&eacute;pondre aux exigences des diff&eacute;rents m&eacute;tiers</p>,,,,,,,,,,
PN LP-BUT InfoCom JOU 2022-C3-L1,PN LP-BUT InfoCom JOU 2022-C3-L1-P1,Caractériser la place des journalistes dans la production de l'information,<p>Caract&eacute;riser la place des journalistes dans la production de l'information au sein d'un espace public et d&eacute;mocratique</p>,,,,,,,,,,
PN LP-BUT InfoCom JOU 2022-C3-L1,PN LP-BUT InfoCom JOU 2022-C3-L1-P2,"Identifier les textes juridiques encadrant la liberté d'expression et ceux qui régissent l'activité ",,,,,,,,,,,
PN LP-BUT InfoCom JOU 2022-C3-L1,PN LP-BUT InfoCom JOU 2022-C3-L1-P3,Analyser l'évolution des chartes et leur rôle dans la constitution du journalisme,,,,,,,,,,,
PN LP-BUT InfoCom JOU 2022-C3-L1,PN LP-BUT InfoCom JOU 2022-C3-L1-P4,Repérer les formes et les stratégies d'ingérence et d'influence,,,,,,,,,,,
PN LP-BUT InfoCom JOU 2022-C3-L1,PN LP-BUT InfoCom JOU 2022-C3-L1-P5,Repérer et analyser clichés et stéréotypes,"<p>Rep&eacute;rer et analyser clich&eacute;s et st&eacute;r&eacute;otypes (stigmatisations, discriminations , invisibilisations et surrepr&eacute;sentations)</p>",,,,,,,,,,
PN LP-BUT InfoCom JOU 2022-C3-L2,PN LP-BUT InfoCom JOU 2022-C3-L2-P1,Qualifier les manquements à la déontologie,,,,,,,,,,,
PN LP-BUT InfoCom JOU 2022-C3-L2,PN LP-BUT InfoCom JOU 2022-C3-L2-P2,Assimiler le droit des médias,,,,,,,,,,,
PN LP-BUT InfoCom JOU 2022-C3-L2,PN LP-BUT InfoCom JOU 2022-C3-L2-P3,Repérer les organisations de défense des droits des journalistes,,,,,,,,,,,
PN LP-BUT InfoCom JOU 2022-C3-L2,PN LP-BUT InfoCom JOU 2022-C3-L2-P4,Appréhender les procédures à suivre pour défendre les droits des journalistes,,,,,,,,,,,
PN LP-BUT InfoCom JOU 2022-C3-L2,PN LP-BUT InfoCom JOU 2022-C3-L2-P5,Adopter des formes d'écriture respectueuses des diversités,,,,,,,,,,,
PN LP-BUT InfoCom JOU 2022-C4-L1,PN LP-BUT InfoCom JOU 2022-C4-L1-P1,Créer un réseau de contacs institutionnels et individuels,,,,,,,,,,,
PN LP-BUT InfoCom JOU 2022-C4-L1,PN LP-BUT InfoCom JOU 2022-C4-L1-P2,"Extraire, collecter et hiérarchiser les informations","<p>Extraire, collecter et hi&eacute;rarchiser les informations (&agrave; partir de documents &eacute;crits, oraux ou d&rsquo;images)</p>",,,,,,,,,,
PN LP-BUT InfoCom JOU 2022-C4-L1,PN LP-BUT InfoCom JOU 2022-C4-L1-P3,Réaliser une interview,,,,,,,,,,,
PN LP-BUT InfoCom JOU 2022-C4-L1,PN LP-BUT InfoCom JOU 2022-C4-L1-P4,Utiliser les bases du fact-checking,,,,,,,,,,,
PN LP-BUT InfoCom JOU 2022-C4-L1,PN LP-BUT InfoCom JOU 2022-C4-L1-P5,Assurer un suivi de l'actualité,,,,,,,,,,,
PN LP-BUT InfoCom JOU 2022-C4-L1,PN LP-BUT InfoCom JOU 2022-C4-L1-P6,Concevoir un système de veille informationnelle,,,,,,,,,,,
PN LP-BUT InfoCom JOU 2022-C4-L1,PN LP-BUT InfoCom JOU 2022-C4-L1-P7,Protéger les diverses sources d’information,,,,,,,,,,,
PN LP-BUT InfoCom JOU 2022-C4-L2,PN LP-BUT InfoCom JOU 2022-C4-L2-P1,Développer son réseau de contacts institutionnels et individuels,,,,,,,,,,,
PN LP-BUT InfoCom JOU 2022-C4-L2,PN LP-BUT InfoCom JOU 2022-C4-L2-P2,Extraire les informations principales à partir de données ouvertes (open data),,,,,,,,,,,
PN LP-BUT InfoCom JOU 2022-C4-L2,PN LP-BUT InfoCom JOU 2022-C4-L2-P3,Recouper les informations et approfondir les vérifications,,,,,,,,,,,
PN LP-BUT InfoCom JOU 2022-C4-L2,PN LP-BUT InfoCom JOU 2022-C4-L2-P4,Rechercher l'information en milieu hostile,,,,,,,,,,,
PN LP-BUT InfoCom JOU 2022-C4-L2,PN LP-BUT InfoCom JOU 2022-C4-L2-P5,Utiliser les outils de techniques d’enquête,,,,,,,,,,,
PN LP-BUT InfoCom JOU 2022-C4-L2,PN LP-BUT InfoCom JOU 2022-C4-L2-P6,Expérimenter des actions des crowdsourcing et de journalisme de données,,,,,,,,,,,
PN LP-BUT InfoCom JOU 2022-C5-L1,PN LP-BUT InfoCom JOU 2022-C5-L1-P1,Assimiler la notion d'angle en journalisme,,,,,,,,,,,
PN LP-BUT InfoCom JOU 2022-C5-L1,PN LP-BUT InfoCom JOU 2022-C5-L1-P2,"S’initier aux écritures pour le print, la radio, l'audio-visuel et le web en hiérarchisant l’info","<p>S&rsquo;initier aux &eacute;critures pour le print, la radio, l'audio-visuel et le web en hi&eacute;rarchisant l&rsquo;information</p>",,,,,,,,,,
